accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,path
0.95,0.06846531968814575,0.9512820512820512,0.0738710784148099,0.95,0.07453559924999298,0.9499710144927537,0.0684719650506658,0.9012798177364534,0.13713641698767018,0.9777777777777779,0.03380739290177248,0.95,0.07453559924999298,0.95,0.07453559924999298,path_a
,,,,,,,,,,,,,,,,path_b
0.95,0.045643546458763846,0.9664335664335665,0.04622795491199555,0.9333333333333332,0.06972166887783962,0.9485217391304348,0.04781185559013209,0.9024432884059562,0.09065823314835404,0.9875,0.02425590166190692,0.9333333333333332,0.06972166887783962,0.9666666666666666,0.04564354645876387,path_b_filter_ttest
0.9583333333333334,0.05103103630798288,0.9664335664335665,0.04622795491199555,0.95,0.07453559924999298,0.9572173913043478,0.053272492077040094,0.9184700462043963,0.1010013983414705,0.9902777777777778,0.021739549781247976,0.95,0.07453559924999298,0.9666666666666666,0.04564354645876387,path_b_filter_anova
0.9583333333333334,0.05103103630798288,0.9664335664335665,0.04622795491199555,0.95,0.07453559924999298,0.9572173913043478,0.0532724920770401,0.9184700462043963,0.1010013983414705,0.9888888888888889,0.024845199749997673,0.95,0.07453559924999298,0.9666666666666666,0.04564354645876387,path_b_wrapper_svm
0.925,0.09033118078616169,0.9384615384615385,0.10029542161850227,0.9166666666666667,0.11785113019775792,0.9234285714285715,0.09040498451130775,0.8559664574508494,0.17707223625289575,0.9819444444444445,0.029298643207956904,0.9166666666666667,0.11785113019775792,0.9333333333333332,0.10865337342004415,path_b_embedded_lasso
